State,County ID,Precinct name,Office ID,Office name,District,Candidate order code,Candidate name,Suffix,Incumbent code,Party abbreviation,Number of precincts reporting,Total number of precincts voting for the office,Votes for candidate,Percentage of votes for candidate out of total votes for Office,Total number of votes for Office in area
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #306),0306,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #317),0317,9001,YES,,,NP,0,5,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #317),0317,9002,NO,,,NP,0,5,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #318),0318,9001,YES,,,NP,0,4,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #318),0318,9002,NO,,,NP,0,4,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #318),0318,9001,YES,,,NP,0,4,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #318),0318,9002,NO,,,NP,0,4,0,0.00,0
MN,,,5033,SCHOOL DISTRICT QUESTION 3 (ISD #318),0318,9001,YES,,,NP,0,4,0,0.00,0
MN,,,5033,SCHOOL DISTRICT QUESTION 3 (ISD #318),0318,9002,NO,,,NP,0,4,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #347),0347,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #347),0347,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #347),0347,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #347),0347,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #463),0463,9001,YES,,,NP,0,3,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #463),0463,9002,NO,,,NP,0,3,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #495),0495,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #495),0495,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #495),0495,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #495),0495,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #511),0511,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #511),0511,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #511),0511,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #511),0511,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #534),0534,9001,YES,,,NP,0,4,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #534),0534,9002,NO,,,NP,0,4,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #534),0534,9001,YES,,,NP,0,4,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #534),0534,9002,NO,,,NP,0,4,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #535),0535,9001,YES,,,NP,0,86,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #535),0535,9002,NO,,,NP,0,86,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #542),0542,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #542),0542,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #561),0561,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #561),0561,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #564),0564,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #564),0564,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #564),0564,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #564),0564,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5033,SCHOOL DISTRICT QUESTION 3 (ISD #564),0564,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5033,SCHOOL DISTRICT QUESTION 3 (ISD #564),0564,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #600),0600,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #600),0600,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #709),0709,9001,YES,,,NP,0,38,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #709),0709,9002,NO,,,NP,0,38,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #709),0709,9001,YES,,,NP,0,38,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #709),0709,9002,NO,,,NP,0,38,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #721),0721,9001,YES,,,NP,0,5,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #721),0721,9002,NO,,,NP,0,5,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #763),0763,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #763),0763,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #763),0763,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #763),0763,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #775),0775,9001,YES,,,NP,0,7,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #775),0775,9002,NO,,,NP,0,7,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #775),0775,9001,YES,,,NP,0,7,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #775),0775,9002,NO,,,NP,0,7,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #787),0787,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #787),0787,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #811),0811,9001,YES,,,NP,0,3,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #811),0811,9002,NO,,,NP,0,3,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #833),0833,9001,YES,,,NP,0,23,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #833),0833,9002,NO,,,NP,0,23,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #833),0833,9001,YES,,,NP,0,23,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #833),0833,9002,NO,,,NP,0,23,0,0.00,0
MN,,,5033,SCHOOL DISTRICT QUESTION 3 (ISD #833),0833,9001,YES,,,NP,0,23,0,0.00,0
MN,,,5033,SCHOOL DISTRICT QUESTION 3 (ISD #833),0833,9002,NO,,,NP,0,23,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #834),0834,9001,YES,,,NP,0,17,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #834),0834,9002,NO,,,NP,0,17,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #857),0857,9001,YES,,,NP,0,2,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #857),0857,9002,NO,,,NP,0,2,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #857),0857,9001,YES,,,NP,0,2,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #857),0857,9002,NO,,,NP,0,2,0,0.00,0
MN,,,5033,SCHOOL DISTRICT QUESTION 3 (ISD #857),0857,9001,YES,,,NP,0,2,0,0.00,0
MN,,,5033,SCHOOL DISTRICT QUESTION 3 (ISD #857),0857,9002,NO,,,NP,0,2,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #877),0877,9001,YES,,,NP,0,3,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #877),0877,9002,NO,,,NP,0,3,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2159),2159,9001,YES,,,NP,0,3,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2159),2159,9002,NO,,,NP,0,3,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2198),2198,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2198),2198,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2311),2311,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2311),2311,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2342),2342,9001,YES,,,NP,0,6,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2342),2342,9002,NO,,,NP,0,6,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #2342),2342,9001,YES,,,NP,0,6,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #2342),2342,9002,NO,,,NP,0,6,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2365),2365,9001,YES,,,NP,0,5,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2365),2365,9002,NO,,,NP,0,5,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2448),2448,9001,YES,,,NP,0,4,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2448),2448,9002,NO,,,NP,0,4,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #2448),2448,9001,YES,,,NP,0,4,0,0.00,0
MN,,,5032,SCHOOL DISTRICT QUESTION 2 (ISD #2448),2448,9002,NO,,,NP,0,4,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2534),2534,9001,YES,,,NP,0,3,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2534),2534,9002,NO,,,NP,0,3,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2687),2687,9001,YES,,,NP,0,2,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2687),2687,9002,NO,,,NP,0,2,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2835),2835,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2835),2835,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2853),2853,9001,YES,,,NP,0,7,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2853),2853,9002,NO,,,NP,0,7,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2888),2888,9001,YES,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2888),2888,9002,NO,,,NP,0,1,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2889),2889,9001,YES,,,NP,0,2,0,0.00,0
MN,,,5031,SCHOOL DISTRICT QUESTION 1 (ISD #2889),2889,9002,NO,,,NP,0,2,0,0.00,0
